Date,Ticker,Close,Volume,RSI,StochK,BBLower,BBUpper,DonchLower,DonchUpper,WilliamsR,FearGreed,Patterns,Score,Opinion
2025-12-31,ABCL,3.42,7657400,38.82,18.52,3.35,3.81,3.32,3.86,-81.48,20,FallingWedge,268.00,BUY,0.20,3.13,4.01,3.13,3.52
2025-12-31,BE,86.89,5464700,42.49,32.35,72.34,119.44,75.70,119.90,-67.65,20,,50.00,HOLD,8.77,73.73,113.20,73.73,91.28
2025-12-31,BMNR,27.15,33878400,38.28,2.45,24.41,40.21,26.84,42.08,-97.55,20,,198.00,HOLD,2.69,23.12,35.21,23.12,28.49
2025-12-31,CIEN,233.87,1170200,60.20,69.48,189.95,254.25,186.39,248.00,-30.52,20,,50.00,HOLD,10.45,218.19,265.22,218.19,239.10
2025-12-31,DLO,14.14,1234700,53.60,52.21,13.27,14.66,13.08,14.68,-47.79,20,,50.00,HOLD,0.44,13.49,15.45,13.49,14.36
2025-12-31,DNA,8.31,1062400,41.60,11.94,7.69,9.96,8.07,10.08,-88.06,20,,198.00,HOLD,0.56,7.46,10.00,7.46,8.59
2025-12-31,GEV,653.57,1259900,53.29,41.28,597.08,714.79,575.38,731.00,-58.72,20,,50.00,HOLD,27.31,612.61,735.49,612.61,667.22
2025-12-31,GLW,87.56,3332200,50.34,23.18,82.88,94.10,81.67,96.64,-76.82,20,,50.00,HOLD,2.60,83.66,95.36,83.66,88.86
2025-12-31,GOOGL,313.00,16366500,56.87,67.52,300.44,324.01,296.12,323.16,-32.48,20,,50.00,HOLD,6.84,302.74,333.52,302.74,316.42
2025-12-31,INTC,36.90,51405900,46.90,37.21,33.84,42.61,34.95,44.02,-62.79,20,,50.00,HOLD,1.55,34.58,41.54,34.58,37.67
2025-12-31,IONQ,44.87,11437000,42.17,1.92,42.86,56.38,44.66,55.66,-98.08,20,DoubleBottom,268.00,BUY,3.80,39.18,56.26,39.18,46.77
2025-12-31,OPEN,5.83,45781500,37.37,11.99,5.52,7.59,5.64,7.77,-88.01,20,,198.00,HOLD,0.48,5.11,7.27,5.11,6.07
2025-12-31,PLTR,177.75,22997400,44.86,5.59,173.54,196.39,168.83,198.88,-94.41,20,,198.00,HOLD,6.87,167.44,198.37,167.44,181.19
2025-12-31,POET,6.33,4887700,50.40,24.88,5.61,7.52,5.19,7.90,-75.12,20,,50.00,HOLD,0.59,5.44,8.11,5.44,6.63
2025-12-31,TSLA,449.72,49078000,46.70,16.05,432.02,497.38,431.11,498.83,-83.95,20,FallingWedge,268.00,BUY,16.26,425.33,498.50,425.33,457.85
2025-12-31,UPST,43.73,3862600,43.00,1.03,44.05,50.06,42.36,50.48,-98.97,20,FallingWedge,346.00,BUY,2.34,40.22,50.76,40.22,44.90
2026-01-02,ABCL,3.43,4703380,39.33,20.37,3.34,3.81,3.32,3.86,-79.63,28,DoubleBottom,120.00,HOLD,0.19,3.14,4.01,3.14,3.53
2026-01-02,BE,98.69,11506044,51.94,73.22,72.31,119.09,75.70,119.90,-26.78,28,,50.00,HOLD,9.00,85.20,125.68,85.20,103.19
2026-01-02,BMNR,31.19,57990880,47.90,36.37,24.29,40.07,26.84,42.08,-63.63,28,,50.00,HOLD,2.79,27.01,39.56,27.01,32.58
2026-01-02,CIEN,246.06,1983434,65.75,94.79,193.82,255.64,190.01,248.50,-5.21,28,,148.00,HOLD,10.75,229.94,278.31,229.94,251.43
2026-01-02,DLO,14.07,841990,52.12,46.02,13.41,14.61,13.08,14.68,-53.98,28,,50.00,HOLD,0.44,13.41,15.38,13.41,14.29
2026-01-02,DNA,8.70,674142,47.44,31.34,7.67,9.94,8.07,10.08,-68.66,28,DoubleBottom,120.00,HOLD,0.56,7.86,10.39,7.86,8.98
2026-01-02,GEV,679.55,2726615,58.88,76.58,605.65,713.97,602.90,731.00,-23.42,28,,50.00,HOLD,27.23,638.71,761.23,638.71,693.16
2026-01-02,GLW,90.67,3706034,58.05,52.51,83.64,94.05,83.14,96.64,-47.49,28,,50.00,HOLD,2.64,86.71,98.59,86.71,91.99
2026-01-02,GOOGL,315.15,31963547,58.93,72.14,300.63,323.38,296.12,323.16,-27.86,28,DoubleBottom,120.00,HOLD,7.22,304.32,336.81,304.32,318.76
2026-01-02,INTC,39.38,93365917,58.17,87.20,34.38,41.63,34.95,43.28,-12.80,28,,148.00,HOLD,1.65,36.91,44.32,36.91,40.20
2026-01-02,IONQ,46.77,17019698,45.78,25.17,42.67,56.39,43.80,55.66,-74.83,28,,50.00,HOLD,3.76,41.13,58.05,41.13,48.65
2026-01-02,OPEN,6.07,38214154,41.85,27.13,5.48,7.56,5.64,7.77,-72.87,28,,50.00,HOLD,0.47,5.37,7.47,5.37,6.30
2026-01-02,PLTR,167.86,59996535,37.34,4.64,171.41,197.69,166.35,198.88,-95.36,28,,276.00,BUY,7.46,156.68,190.23,156.68,171.59
2026-01-02,POET,7.16,7885343,58.87,64.59,5.67,7.58,5.81,7.90,-35.41,28,,50.00,HOLD,0.61,6.24,9.00,6.24,7.47
2026-01-02,TSLA,438.07,84769853,42.43,4.36,430.44,498.09,435.25,498.83,-95.64,28,DoubleBottom,268.00,BUY,16.74,412.95,488.30,412.95,446.44
2026-01-02,UPST,45.84,7043789,49.57,37.47,44.14,50.03,43.06,50.48,-62.53,28,,50.00,HOLD,2.38,42.27,52.97,42.27,47.03
2026-01-23,ABCL,4.24,5786700,55.32,58.92,3.20,4.77,3.34,4.85,-41.08,25,,50.00,HOLD,0.30,3.79,5.14,3.79,4.39,0.39,0.24,0.15,3.98,4.08
2026-01-23,BE,144.89,7797800,67.16,80.90,72.32,168.25,84.14,155.87,-19.10,25,,148.00,HOLD,10.80,128.70,177.28,128.70,150.29,25.53,15.68,9.85,120.29,127.53
2026-01-23,BMNR,28.80,28443400,43.77,26.74,26.74,33.46,26.76,34.39,-73.26,25,DoubleBottom,120.00,HOLD,2.40,25.19,36.01,25.19,30.00,0.21,-0.46,0.67,30.10,30.47
2026-01-23,CIEN,229.14,1806100,48.72,29.01,222.12,255.67,216.07,261.13,-70.99,25,,50.00,HOLD,14.77,206.98,273.45,206.98,236.53,2.81,7.21,-4.40,238.90,234.40
2026-01-23,DLO,14.39,1254100,53.29,49.12,13.49,15.10,13.27,15.55,-50.88,25,,50.00,HOLD,0.57,13.53,16.11,13.53,14.68,-0.02,0.16,-0.18,14.29,14.17
2026-01-23,DNA,10.02,783400,56.61,60.58,7.91,10.52,8.08,11.10,-39.42,25,IslandReversal,123.00,HOLD,0.69,8.99,12.08,8.99,10.36,0.61,0.28,0.32,9.21,9.43
2026-01-23,GEV,657.78,2004600,51.23,48.48,624.67,695.27,617.11,701.00,-51.52,25,DoubleBottom,120.00,HOLD,28.50,615.03,743.28,615.03,672.03,-4.72,-3.31,-1.41,659.97,657.25
2026-01-23,GLW,93.30,4246300,59.37,79.91,84.72,95.39,83.95,95.65,-20.09,25,DoubleBottom,120.00,HOLD,3.08,88.68,102.53,88.68,94.84,1.22,0.26,0.96,90.06,90.60
2026-01-23,GOOGL,327.93,27252600,57.75,56.25,306.99,339.54,310.33,340.49,-43.75,25,,50.00,HOLD,7.79,316.25,351.29,316.25,331.82,9.95,7.56,2.39,323.27,323.87
2026-01-23,INTC,45.07,293185400,52.38,39.11,32.22,54.67,34.95,54.60,-60.89,25,,50.00,HOLD,3.09,40.43,54.34,40.43,46.62,5.39,3.27,2.12,43.44,45.05
2026-01-23,IONQ,47.25,14680500,45.82,18.25,44.56,52.62,43.80,54.24,-81.75,25,,198.00,HOLD,3.88,41.43,58.89,41.43,49.19,0.78,-0.01,0.79,48.59,49.13
2026-01-23,OPEN,6.01,63686400,43.11,3.05,5.58,7.18,5.64,7.92,-96.95,25,,198.00,HOLD,0.51,5.25,7.53,5.25,6.26,0.17,0.04,0.12,6.38,6.48
2026-01-23,PLTR,169.60,30210700,42.02,32.44,162.35,191.39,161.11,196.35,-67.56,25,,50.00,HOLD,7.09,158.97,190.86,158.97,173.14,-5.42,-4.93,-0.49,176.87,175.17
2026-01-23,POET,6.91,14123600,46.80,8.23,6.12,8.56,6.19,9.14,-91.77,25,,198.00,HOLD,0.74,5.80,9.13,5.80,7.28,0.46,0.40,0.06,7.34,7.34
2026-01-23,TSLA,449.06,56636400,51.63,78.83,416.36,475.62,417.44,490.90,-21.17,25,DoubleBottom,120.00,HOLD,15.17,426.30,494.57,426.30,456.65,-15.06,-14.67,-0.39,445.99,444.58
2026-01-23,UPST,45.29,2387400,45.81,11.56,43.07,51.46,43.06,52.10,-88.44,25,,198.00,HOLD,2.37,41.74,52.40,41.74,46.47,-0.03,0.23,-0.26,47.27,46.86
2026-01-23,ABCL,4.24,5786700,55.32,58.92,3.20,4.77,3.34,4.85,-41.08,25,,50.00,HOLD,0.30,3.79,5.14,3.79,4.39,0.39,0.24,0.15,3.98,4.08
2026-01-23,BE,144.89,7797800,67.16,80.90,72.32,168.25,84.14,155.87,-19.10,25,,148.00,HOLD,10.80,128.70,177.28,128.70,150.29,25.53,15.68,9.85,120.29,127.53
2026-01-23,BMNR,28.80,28443400,43.77,26.74,26.74,33.46,26.76,34.39,-73.26,25,DoubleBottom,120.00,HOLD,2.40,25.19,36.01,25.19,30.00,0.21,-0.46,0.67,30.10,30.47
2026-01-23,CIEN,229.14,1806100,48.72,29.01,222.12,255.67,216.07,261.13,-70.99,25,,50.00,HOLD,14.77,206.98,273.45,206.98,236.53,2.81,7.21,-4.40,238.90,234.40
2026-01-23,DLO,14.39,1254100,53.29,49.12,13.49,15.10,13.27,15.55,-50.88,25,,50.00,HOLD,0.57,13.53,16.11,13.53,14.68,-0.02,0.16,-0.18,14.29,14.17
2026-01-23,DNA,10.02,783400,56.61,60.58,7.91,10.52,8.08,11.10,-39.42,25,IslandReversal,123.00,HOLD,0.69,8.99,12.08,8.99,10.36,0.61,0.28,0.32,9.21,9.43
2026-01-23,GEV,657.78,2004600,51.23,48.48,624.67,695.27,617.11,701.00,-51.52,25,DoubleBottom,120.00,HOLD,28.50,615.03,743.28,615.03,672.03,-4.72,-3.31,-1.41,659.97,657.25
2026-01-23,GLW,93.30,4246300,59.37,79.91,84.72,95.39,83.95,95.65,-20.09,25,DoubleBottom,120.00,HOLD,3.08,88.68,102.53,88.68,94.84,1.22,0.26,0.96,90.06,90.60
2026-01-23,GOOGL,327.93,27252600,57.75,56.25,306.99,339.54,310.33,340.49,-43.75,25,,50.00,HOLD,7.79,316.25,351.29,316.25,331.82,9.95,7.56,2.39,323.27,323.87
